issue_id,report_id,report_url,report_date,coroner,area,issue_sentence,extract_error,similarity_group_id,group_label,group_description
iss_0001946,2025-0268,https://www.judiciary.uk/prevention-of-future-death-reports/michelle-mason-prevention-of-future-deaths-report/,2025-06-02,C. Long,Lancashire with Blackburn and Darwen,There is a lack of regional mutual aid for accessing thrombectomy procedures.,,-1,,
iss_0001947,2025-0265,https://www.judiciary.uk/prevention-of-future-death-reports/colin-lovett-prevention-of-future-deaths-report/,2025-05-30,R. Griffin,Dorset,Prison Service staff lack training and understanding regarding the symptoms of hypoglycaemic and hyperglycaemic attacks.,,-1,,
iss_0001948,2025-0265,https://www.judiciary.uk/prevention-of-future-death-reports/colin-lovett-prevention-of-future-deaths-report/,2025-05-30,R. Griffin,Dorset,There is a lack of national guidance for Prison Service staff relating to managing diabetic emergencies.,,-1,,
iss_0001949,2025-0265,https://www.judiciary.uk/prevention-of-future-death-reports/colin-lovett-prevention-of-future-deaths-report/,2025-05-30,R. Griffin,Dorset,Healthcare services at the prison are not available 24 hours a day.,,-1,,
iss_0001950,2025-0265,https://www.judiciary.uk/prevention-of-future-death-reports/colin-lovett-prevention-of-future-deaths-report/,2025-05-30,R. Griffin,Dorset,Reliance on emergency services outside of healthcare operational hours may cause delays in treating diabetic emergencies.,,-1,,
iss_0001951,2025-0265,https://www.judiciary.uk/prevention-of-future-death-reports/colin-lovett-prevention-of-future-deaths-report/,2025-05-30,R. Griffin,Dorset,Prison staff lack sufficient awareness of the needs of prisoners with insulin-dependent diabetes.,,-1,,
iss_0001952,2025-0266,https://www.judiciary.uk/prevention-of-future-death-reports/eric-swaffer-izabela-lechowicz-khun-vichai-srivaddhanaprabha-nusara-suknamai-and-kaveporn-punpare-prevention-of-future-deaths-report/,2025-05-30,C. Mason,Leicester and South Leicestershire,Aircraft manufacturers do not provide sufficient system and flight-testing data to component suppliers to assess the reliability of critical parts.,,-1,,
iss_0001953,2025-0266,https://www.judiciary.uk/prevention-of-future-death-reports/eric-swaffer-izabela-lechowicz-khun-vichai-srivaddhanaprabha-nusara-suknamai-and-kaveporn-punpare-prevention-of-future-deaths-report/,2025-05-30,C. Mason,Leicester and South Leicestershire,EASA has rejected safety recommendations to improve requirements for aircraft design work.,,-1,,
iss_0001954,2025-0266,https://www.judiciary.uk/prevention-of-future-death-reports/eric-swaffer-izabela-lechowicz-khun-vichai-srivaddhanaprabha-nusara-suknamai-and-kaveporn-punpare-prevention-of-future-deaths-report/,2025-05-30,C. Mason,Leicester and South Leicestershire,Certification specifications fail to specifically address the risk of premature rolling contact fatigue in safety-critical bearings.,,-1,,
iss_0001955,2025-0266,https://www.judiciary.uk/prevention-of-future-death-reports/eric-swaffer-izabela-lechowicz-khun-vichai-srivaddhanaprabha-nusara-suknamai-and-kaveporn-punpare-prevention-of-future-deaths-report/,2025-05-30,C. Mason,Leicester and South Leicestershire,There is a lack of regulatory clarity regarding the airworthiness status and life limits of non-structural critical parts for aircraft already in service.,,-1,,
iss_0001956,2025-0266,https://www.judiciary.uk/prevention-of-future-death-reports/eric-swaffer-izabela-lechowicz-khun-vichai-srivaddhanaprabha-nusara-suknamai-and-kaveporn-punpare-prevention-of-future-deaths-report/,2025-05-30,C. Mason,Leicester and South Leicestershire,EASA has not implemented recommendations to define how life limits for non-structural critical parts should be controlled in service.,,-1,,
iss_0001957,2025-0266,https://www.judiciary.uk/prevention-of-future-death-reports/eric-swaffer-izabela-lechowicz-khun-vichai-srivaddhanaprabha-nusara-suknamai-and-kaveporn-punpare-prevention-of-future-deaths-report/,2025-05-30,C. Mason,Leicester and South Leicestershire,There is no comprehensive programme for assessing the integrity of critical parts after they are removed from service.,,-1,,
iss_0001961,2025-0279,https://www.judiciary.uk/prevention-of-future-death-reports/jeanette-sidlow-beech-prevention-of-future-deaths-report/,2025-05-29,K. Robertson,North Wales (East and Central),Insufficient community hospital capacity causes ambulance queues at emergency departments.,,-1,,
iss_0001962,2025-0279,https://www.judiciary.uk/prevention-of-future-death-reports/jeanette-sidlow-beech-prevention-of-future-deaths-report/,2025-05-29,K. Robertson,North Wales (East and Central),Ongoing systemic failures are putting lives at risk.,,-1,,
iss_0001963,2025-0262,https://www.judiciary.uk/prevention-of-future-death-reports/callum-hargreaves-4-prevention-of-future-deaths-report/,2025-05-29,A. Cox,Cornwall and the Isles of Scilly,Clinicians failed to explore or challenge the patient's decision to withhold information from his mother.,,-1,,
iss_0001964,2025-0262,https://www.judiciary.uk/prevention-of-future-death-reports/callum-hargreaves-4-prevention-of-future-deaths-report/,2025-05-29,A. Cox,Cornwall and the Isles of Scilly,The clinical team did not follow GMC guidance regarding the exploration of risks when a patient refuses information disclosure.,,-1,,
iss_0001965,2025-0262,https://www.judiciary.uk/prevention-of-future-death-reports/callum-hargreaves-4-prevention-of-future-deaths-report/,2025-05-29,A. Cox,Cornwall and the Isles of Scilly,The Nearest Relative's details were not correctly recorded on the Mental Health Act assessment form.,,-1,,
iss_0001966,2025-0260,https://www.judiciary.uk/prevention-of-future-death-reports/callum-hargreaves-2-prevention-of-future-deaths-report/,2025-05-28,A. Cox,Cornwall and the Isles of Scilly,The extent of cuckooing experienced by the deceased was not determined during his lifetime.,,-1,,
iss_0001967,2025-0260,https://www.judiciary.uk/prevention-of-future-death-reports/callum-hargreaves-2-prevention-of-future-deaths-report/,2025-05-28,A. Cox,Cornwall and the Isles of Scilly,The identity of those responsible for the damage to the property was not established while the deceased was alive.,,-1,,
iss_0001968,2025-0260,https://www.judiciary.uk/prevention-of-future-death-reports/callum-hargreaves-2-prevention-of-future-deaths-report/,2025-05-28,A. Cox,Cornwall and the Isles of Scilly,Sanctuary Housing failed to determine an appropriate response to the property damage before serving an eviction notice.,,-1,,
iss_0001969,2025-0263,https://www.judiciary.uk/prevention-of-future-death-reports/callum-hargreaves-5-prevention-of-future-deaths-report/,2025-05-28,A. Cox,Cornwall and the Isles of Scilly,The clinical rationale for not detaining the deceased was not recorded in the medical notes.,,-1,,
iss_0001970,2025-0263,https://www.judiciary.uk/prevention-of-future-death-reports/callum-hargreaves-5-prevention-of-future-deaths-report/,2025-05-28,A. Cox,Cornwall and the Isles of Scilly,The decision not to notify the deceased's mother of his discharge was not sufficiently challenged or explored.,,-1,,
iss_0001971,2025-0263,https://www.judiciary.uk/prevention-of-future-death-reports/callum-hargreaves-5-prevention-of-future-deaths-report/,2025-05-28,A. Cox,Cornwall and the Isles of Scilly,The nearest relative details on the Mental Health Act assessment form were not completed.,,-1,,
iss_0001973,2025-0259,https://www.judiciary.uk/prevention-of-future-death-reports/callum-hargreaves-prevention-of-future-deaths-report/,2025-05-28,A. Cox,Cornwall and the Isles of Scilly,The severe shortage of available social housing in Cornwall prevents the provision of adequate accommodation for homeless individuals.,,-1,,
iss_0001974,2025-0259,https://www.judiciary.uk/prevention-of-future-death-reports/callum-hargreaves-prevention-of-future-deaths-report/,2025-05-28,A. Cox,Cornwall and the Isles of Scilly,The lack of available properties impacts the ability of the local authority to house those with priority needs.,,-1,,
iss_0001975,2025-0259,https://www.judiciary.uk/prevention-of-future-death-reports/callum-hargreaves-prevention-of-future-deaths-report/,2025-05-28,A. Cox,Cornwall and the Isles of Scilly,Inadequate housing provision and homelessness contributed to the deceased's deteriorating mental state.,,-1,,
iss_0001976,2025-0259,https://www.judiciary.uk/prevention-of-future-death-reports/callum-hargreaves-prevention-of-future-deaths-report/,2025-05-28,A. Cox,Cornwall and the Isles of Scilly,The decision not to challenge the deceased's request regarding family notification was not sufficiently tested.,,-1,,
iss_0001977,2025-0261,https://www.judiciary.uk/prevention-of-future-death-reports/callum-hargreaves-3-prevention-of-future-deaths-report/,2025-05-28,A. Cox,Cornwall and the Isles of Scilly,Disagreements between the Council and housing providers regarding responsibility for housing cuckooed tenants were not resolved promptly.,,-1,,
iss_0001978,2025-0261,https://www.judiciary.uk/prevention-of-future-death-reports/callum-hargreaves-3-prevention-of-future-deaths-report/,2025-05-28,A. Cox,Cornwall and the Isles of Scilly,Council staff held conflicting views regarding whether a social tenancy disqualified a tenant from making a homelessness application.,,-1,,
iss_0001979,2025-0261,https://www.judiciary.uk/prevention-of-future-death-reports/callum-hargreaves-3-prevention-of-future-deaths-report/,2025-05-28,A. Cox,Cornwall and the Isles of Scilly,The decision not to challenge the deceased's request to withhold information from his family was not sufficiently tested.,,-1,,
iss_0001980,2025-0574,https://www.judiciary.uk/prevention-of-future-death-reports/samuel-stewart-prevention-of-future-deaths-report/,2025-05-28,L. Brown,London West,Pathways following a positive drug test result were either not followed or remained unclear.,,-1,,
iss_0001981,2025-0574,https://www.judiciary.uk/prevention-of-future-death-reports/samuel-stewart-prevention-of-future-deaths-report/,2025-05-28,L. Brown,London West,National or local policy guidelines regarding actions after a positive drug test were not effectively implemented.,,-1,,
iss_0001982,2025-0250,https://www.judiciary.uk/prevention-of-future-death-reports/julie-beasley-prevention-of-future-deaths-report/,2025-05-28,S. Hayes,Essex and Thurrock,The required V4 mental health assessment was not performed.,,-1,,
iss_0001983,2025-0250,https://www.judiciary.uk/prevention-of-future-death-reports/julie-beasley-prevention-of-future-deaths-report/,2025-05-28,S. Hayes,Essex and Thurrock,Medication reviews were not conducted despite requests and escalating risks.,,-1,,
iss_0001984,2025-0250,https://www.judiciary.uk/prevention-of-future-death-reports/julie-beasley-prevention-of-future-deaths-report/,2025-05-28,S. Hayes,Essex and Thurrock,Staff failed to scrutinise medication changes and made errors regarding dosages.,,-1,,
iss_0001985,2025-0250,https://www.judiciary.uk/prevention-of-future-death-reports/julie-beasley-prevention-of-future-deaths-report/,2025-05-28,S. Hayes,Essex and Thurrock,The mental health Trust failed to communicate discharge actions to the GP.,,-1,,
iss_0001986,2025-0250,https://www.judiciary.uk/prevention-of-future-death-reports/julie-beasley-prevention-of-future-deaths-report/,2025-05-28,S. Hayes,Essex and Thurrock,Staff failed to investigate vital information the patient attempted to disclose.,,-1,,
iss_0001987,2025-0250,https://www.judiciary.uk/prevention-of-future-death-reports/julie-beasley-prevention-of-future-deaths-report/,2025-05-28,S. Hayes,Essex and Thurrock,Medical records lacked detail regarding the patient's telephone contacts with the crisis team.,,-1,,
iss_0001988,2025-0250,https://www.judiciary.uk/prevention-of-future-death-reports/julie-beasley-prevention-of-future-deaths-report/,2025-05-28,S. Hayes,Essex and Thurrock,Staff failed to identify the need for an urgent assessment during hospital liaison.,,-1,,
iss_0001989,2025-0250,https://www.judiciary.uk/prevention-of-future-death-reports/julie-beasley-prevention-of-future-deaths-report/,2025-05-28,S. Hayes,Essex and Thurrock,"Communication between the crisis team, the patient, and the GP was ineffective.",,-1,,
iss_0001990,2025-0248,https://www.judiciary.uk/prevention-of-future-death-reports/dean-bradley-prevention-of-future-deaths-report/,2025-05-28,C. Bailey,Teesside and Hartlepool,Current resources for safeguarding individuals with mental health illnesses whilst intoxicated may place people at risk.,,-1,,
iss_0001991,2025-0248,https://www.judiciary.uk/prevention-of-future-death-reports/dean-bradley-prevention-of-future-deaths-report/,2025-05-28,C. Bailey,Teesside and Hartlepool,Suicidal individuals suffering from mental health concerns cannot be adequately safeguarded while intoxicated due to delays in mental health assessments.,,-1,,
iss_0001992,2025-0245,https://www.judiciary.uk/prevention-of-future-death-reports/abdirahman-afrah-prevention-of-future-deaths-report/,2025-05-27,N. Persaud,London East,Excessive waiting times in the A&E department lead to patients leaving before being seen by a doctor.,,-1,,
